"Program Address","Load Address","Program Data","Read Address","Read Data","Read Size (In Bits)","Write Address","Write Data","Write Size (In Bits)","Cycles","Stall Cycle Data","Memory/Cache Event","External Event","Target State Data","Trace Status","Stall Event Names","Memory Event Names","Function","Disassembly"
"","","","","","","","","","","","","","","Start of trace","","","UNKNOWN",""
"","","","","","","","","","","","","","","Incomplete frame, Missing start of frame marker, disable circular buffering or assure collection is started before running target.","","","UNKNOWN",""
"0022aed8","0022aed8","00002408","","","","","","","000001","","","","","","","","create_trau_from_amr","           AND.L1        A1,A0,A0"
"0022aeda","0022aeda","00001062","","","","","","","000001","","","","","","","","create_trau_from_amr","           SUB.L1        A7,A6,A0"
"0022aee0","0022aee0","00000c6e","","","","","","","000001","","","","","","","","create_trau_from_amr","           NOP           1"
"0022aee2","0022aee2","00009047","","","","","","","000006","","","","","","","","create_trau_from_amr","           LDBU.D1T2     *A7++[1],B6"
"0022aee4","0022aee4","1fecdd12","","","","","","","","","","","","","","","create_trau_from_amr"," ||        CALLP.S2      0x2215c8,B3"
"002215c8","002215c8","000051c6","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           MV.L1X        B3,A2"
"002215ca","002215ca","00006193","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        CMPEQ.L2      3,B4,B1"
"002215cc","002215cc","00002227","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        CMPEQ.L2      1,B4,B0"
"002215ce","002215ce","00006a27","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           ADD.L1X       A1,B3,A1"
"002215d0","002215d0","31904a5b","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","    [!B0]  CMPEQ.L2      2,B4,B3"
"002215d4","002215d4","2080002a","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," || [ B0]  MVK.S2        0x0000,B1"
"002215d8","002215d8","4188a35a","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","    [ B1]  MVK.L2        2,B3"
"002215e0","002215e0","000001a7","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           CMPEQ.L2      0,B3,B0"
"002215e2","002215e2","00004326","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           ADD.L1        A0,A1,A0"
"002215e4","002215e4","008016e1","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           OR.S1X        A0,B0,A1"
"002215e8","002215e8","00002326","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        CMPEQ.L1      1,A6,A0"
"002215ea","002215ea","00006427","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        STW.D1T1      A0,*A5[0]"
"002215ec","002215ec","008406e1","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           OR.S1         A0,A1,A1"
"002215f0","002215f0","00000326","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        CMPEQ.L1      0,A6,A0"
"002215f2","002215f2","00006409","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        STW.D1T1      A0,*A4[0]"
"002215f4","002215f4","000406e1","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           OR.S1         A0,A1,A0"
"002215f8","002215f8","00983a58","","","","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," ||        CMPEQ.L1X     1,B6,A1"
"00221600","00221600","900a8121","","","","","","","000005","","","","","","","","l_trau_speech_set_amr_tx_type","    [!A1]  BNOP.S1       0x221628,4"
"00221604","00221604","90108214","","","0008","","","","","","","","","","","","l_trau_speech_set_amr_tx_type"," || [!A1]  LDBU.D1T1     *+A4[4],A0"
"00221608","00221608","90038f58","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","    [!A1]  AND.L1        -4,A0,A0"
"00221628","00221628","00001428","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           OR.L1X        A0,B0,A0"
"00221628","00221628","00001428","","","","","","","000001","","","","","Pipeline stall","","","l_trau_speech_set_amr_tx_type","           OR.L1X        A0,B0,A0"
"0022162a","0022162a","00008204","","","","","","0008","000001","","","","","","","","l_trau_speech_set_amr_tx_type","           .word         0x00000088"
"0022162c","0022162c","0088b362","","","","","","","000006","","","","","","","","l_trau_speech_set_amr_tx_type","           BNOP.S2X      A2,5"
"0022162c","0022162c","0088b362","","","","","","","000016","","","","","Pipeline stall","","","l_trau_speech_set_amr_tx_type","           BNOP.S2X      A2,5"
"0022aee8","0022aee8","07282214","","","0008","","","","000001","","","","","","","","create_trau_from_amr","           LDBU.D1T1     *+A10[1],A14"
"0022aee8","0022aee8","07282214","","","0008","","","","000001","","","","","Pipeline stall","","","create_trau_from_amr","           LDBU.D1T1     *+A10[1],A14"
"0022aeec","0022aeec","1febc813","","","","","","","000006","","","","","","","","create_trau_from_amr","           CALLP.S2      0x220d20,B3"
"0022aef0","0022aef0","06b402e5","","","0020","","","","","","","","","","","","create_trau_from_amr"," ||        LDW.D2T1      *+B13[0],A13"
"0022aef4","0022aef4","00008586","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.L1         A11,A4"
"0022aef6","0022aef6","00006e27","","","","","","","","","","","","","","","create_trau_from_amr"," ||        ADD.L1        A0,A0,A1"
"00220d20","00220d20","00000e01","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           ADD.L2        B4,-8,B0"
"00220d22","00220d22","00001093","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," ||        STW.D2T1      A1,*B4[0]"
"00220d24","00220d24","0015d429","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," ||        MVK.S1        0x2ba8,A0"
"00220d28","00220d28","02104941","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," ||        ADD.D1        A4,0x2,A4"
"00220d2c","00220d2c","0000c246","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," ||        MV.L1         A4,A6"
"00220d2e","00220d2e","00000ce9","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           SHL.S2        B1,0x2,B0"
"00220d30","00220d30","0000224f","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," ||        MV.S2         B4,B1"
"00220d32","00220d32","0000448b","","","","","","","000003","","","","","","","","l_trau_speech_get_amr_ctrl_field","           CLR.S2        B0,1,1,B0"
"00220d34","00220d34","20434120","","","","","","","","","","","","","","","l_trau_speech_get_amr_ctrl_field"," || [ B0]  BNOP.S1       0x220da6,2"
"00220d38","00220d38","007ff052","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           ADDK.S2       -32,B0"
"00220d40","00220d40","00001168","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           MVKH.S1       0x220000,A0"
"00220d40","00220d40","00001168","","","","","","","000020","","","","","Pipeline stall","","","l_trau_speech_get_amr_ctrl_field","           MVKH.S1       0x220000,A0"
"00220d44","00220d44","00001050","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           ADD.L1X       A0,B0,A5"
"00220d46","00220d46","0000008c","","","0008","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           ADD.L1        A0,A0,A0"
"00220d48","00220d48","00006000","","","","","","","000004","","","","","","","","l_trau_speech_get_amr_ctrl_field","           NOP           4"
"00220d4c","00220d4c","0080b362","","","","","","","000006","","","","","","","","l_trau_speech_get_amr_ctrl_field","           BNOP.S2X      A0,5"
"00220d5a","00220d5a","0000420c","","","0008","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           ADD.L1        A4,-1,A4"
"00220d60","00220d60","00006000","","","","","","","000004","","","","","","","","l_trau_speech_get_amr_ctrl_field","           NOP           4"
"00220d64","00220d64","00006f58","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           AND.L1        3,A0,A0"
"00220d68","00220d68","000081ef","","","","","","","000005","","","","","","","","l_trau_speech_get_amr_ctrl_field","           BNOP.S2       B3,4"
"00220d6a","00220d6a","00009062","","","","","","","000001","","","","","","","","l_trau_speech_get_amr_ctrl_field","           LDBU.D1T1     *A4[3],A0"
"0022aef8","0022aef8","00100a58","","","","","","","000001","","","","","","","","create_trau_from_amr","           CMPEQ.L1      0,A4,A0"
"0022af00","0022af00","07802dd8","","","","","","","000001","","","","","","","","create_trau_from_amr","           XOR.L1        1,A0,A15"
"0022af04","0022af04","002c0a5a","","","","","","","000001","","","","","","","","create_trau_from_amr","           CMPEQ.L2      0,B11,B0"
"0022af04","0022af04","002c0a5a","","","","","","","000002","","","","","Pipeline stall","","","create_trau_from_amr","           CMPEQ.L2      0,B11,B0"
"0022af08","0022af08","003c1f7a","","","","","","","000001","","","","","","","","create_trau_from_amr","           AND.L2X       B0,A15,B0"
"0022af0c","0022af0c","0000653b","","","","","","","000004","","","","","","","","create_trau_from_amr","    [!B0]  BNOP.S2       0x22af28,3"
"0022af0e","0022af0e","00008646","","","","","","","000001","","","","","","","","create_trau_from_amr","           .word         0x00000339"
"0022af10","0022af10","03399008","","","","","","","","","","","","","","","create_trau_from_amr"," ||        EXTU.S1       A14,12,16,A6"
"0022af14","0022af14","00008e27","","","","","","","000001","","","","","","","","create_trau_from_amr","           MVK.L2        12,B4"
"0022af16","0022af16","00008586","","","","","","","","","","","","","","","create_trau_from_amr"," ||        STB.D1T1      A3,*A5[A0]"
"0022af18","0022af18","06b49c09","","","","","","","","","","","","","","","create_trau_from_amr"," ||        EXTU.S1       A13,4,28,A13"
"0022af20","0022af20","072c18f0","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.D1X        B11,A14"
"0022af28","0022af28","00380a58","","","","","","","000001","","","","","","","","create_trau_from_amr","           CMPEQ.L1      0,A14,A0"
"0022af2c","0022af2c","00002dd8","","","","","","","000001","","","","","","","","create_trau_from_amr","           XOR.L1        1,A0,A0"
"0022af30","0022af30","0001ef78","","","","","","","000001","","","","","","","","create_trau_from_amr","           AND.L1        A15,A0,A0"
"0022af34","0022af34","000084ba","","","","","","","000005","","","","","","","","create_trau_from_amr","    [!A0]  BNOP.S1       0x22af44,4"
"0022af36","0022af36","00008e27","","","","","","","000001","","","","","","","","create_trau_from_amr","           MV.S1         A13,A6"
"0022af38","0022af38","00008586","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.L1         A11,A4"
"0022af3a","0022af3a","0000c68e","","","","","","","","","","","","","","","create_trau_from_amr"," ||        ADD.L1        A0,-1,A0"
"0022af36","0022af36","00008e27","","","","","","","000002","","","","","Pipeline stall","","","create_trau_from_amr","           MV.S1         A13,A6"
"0022af40","0022af40","1fecac92","","","","","","","000006","","","","","","","","create_trau_from_amr","           CALLP.S2      0x2214a4,B3"
"002214a4","002214a4","0295f62b","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           MVK.S2        0x2bec,B5"
"002214a8","002214a8","00001012","","","","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," ||        MVK.S1        16,A0"
"002214aa","002214aa","0000a246","","","","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," ||        ADD.L1        A0,A4,A1"
"002214ac","002214ac","02104941","","","","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," ||        ADD.D1        A4,0x2,A4"
"002214b0","002214b0","00001347","","","","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," ||        MV.L2X        A6,B0"
"002214b2","002214b2","00001e48","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           ADD.L1        A0,A5,A0"
"002214b4","002214b4","0280116a","","","","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," ||        MVKH.S2       0x220000,B5"
"002214b8","002214b8","c0928121","","","","","","","000005","","","","","","","","l_trau_speech_set_amr_ctrl_field","    [ A0]  BNOP.S1       0x2215c4,4"
"002214c0","002214c0","d0948ae6","","","0020","","","","","","","","","","","","l_trau_speech_set_amr_ctrl_field"," || [!A0]  LDW.D2T2      *+B5[B4],B1"
"002214c4","002214c4","d0040362","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","    [!A0]  B.S2          B1"
"002214c8","002214c8","00008000","","","","","","","000005","","","","","","","","l_trau_speech_set_amr_ctrl_field","           NOP           5"
"00221572","00221572","0000620c","","","0008","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           BNOP.S2       B3,2"
"00221574","00221574","0000a403","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           SHL.S2        B0,0x5,B0"
"00221576","00221576","000041ef","","","","","","","000003","","","","","","","","l_trau_speech_set_amr_ctrl_field","           EXTU.S2       B0,0,31,B0"
"00221578","00221578","00037b08","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           EXTU.S1       A0,27,27,A0"
"00221580","00221580","00001428","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           OR.L1X        A0,B0,A0"
"00221582","00221582","00006204","","","","","","0008","000001","","","","","","","","l_trau_speech_set_amr_ctrl_field","           MVK.L1        3,A1"
"0022af44","0022af44","00000606","","","","","","","000001","","","","","","","","create_trau_from_amr","           MV.L1         A12,A0"
"0022af46","0022af46","000082aa","","","","","","","000005","","","","","","","","create_trau_from_amr","           MVK.L1        0,A6"
"0022af48","0022af48","00008e27","","","","","","","000001","","","","","","","","create_trau_from_amr","           MVK.L2        12,B4"
"0022af4a","0022af4a","00000726","","","","","","","","","","","","","","","create_trau_from_amr"," ||        LDBU.D1T1     *A4[0],A2"
"0022af4c","0022af4c","022c06a0","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.S1         A11,A4"
"0022af54","0022af54","00280214","","","0008","","","","000001","","","","","","","","create_trau_from_amr","           LDBU.D1T1     *+A10[0],A0"
"0022af58","0022af58","00008586","","","","","","","000001","","","","","","","","create_trau_from_amr","           MV.L1         A11,A4"
"0022af5a","0022af5a","00000627","","","","","","","000001","","","","","","","","create_trau_from_amr","           SUB.L1        A7,A1,A4"
"0022af60","0022af60","00002c6e","","","","","","","000002","","","","","","","","create_trau_from_amr","           NOP           2"
"0022af62","0022af62","00008442","","","","","","","000001","","","","","","","","create_trau_from_amr","    [ A0]  BNOP.S1       0x22af84,5"
"0022af64","0022af64","0000a026","","","","","","","000001","","","","","","","","create_trau_from_amr","           CMPEQ.L1      5,A0,A0"
"0022af66","0022af66","0000a4aa","","","","","","","000006","","","","","","","","create_trau_from_amr","           .word         0x0000c028"
"0022af68","0022af68","c0282214","","","0008","","","","","","","","","","","","create_trau_from_amr"," || [ A0]  LDBU.D1T1     *+A10[1],A0"
"0022af84","0022af84","00019008","","","","","","","000001","","","","","","","","create_trau_from_amr","           EXTU.S1       A0,12,16,A0"
"0022af88","0022af88","00000c6e","","","","","","","000001","","","","","","","","create_trau_from_amr","           NOP           1"
"0022af8a","0022af8a","00009047","","","","","","","000006","","","","","","","","create_trau_from_amr","           LDBU.D1T2     *A7++[1],B6"
"0022af8c","0022af8c","1fecd612","","","","","","","","","","","","","","","create_trau_from_amr"," ||        CALLP.S2      0x221630,B3"
"00221630","00221630","1131f810","","","","","","","000006","","","","","","","","l_trau_speech_set_amr_trau_crc","           CALLP.S1      0x2ba5e0,A3"
"002ba5e0","002ba5e0","073c54f6","","","","","","0020","000001","","","","","","","","_push_rts","           STW.D2T2      B14,*B15--[2]"
"002ba5e4","002ba5e4","000c1363","","","","","","","000001","","","","","","","","_push_rts","           B.S2X         A3"
"002ba5e8","002ba5e8","00008777","","","","","","0008","","","","","","","","","_push_rts"," ||        STDW.D2T1     A15:A14,*B15--[1]"
"002ba5ea","002ba5ea","00009677","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T2     B11:B10,*B15--[1]"
"002ba5ec","002ba5ec","00008677","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T1     A13:A12,*B15--[1]"
"002ba5ee","002ba5ee","00009577","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T2     B3:B2,*B15--[1]"
"002ba5f0","002ba5f0","00008577","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T1     A11:A10,*B15--[1]"
"002ba5f2","002ba5f2","00009177","","","","","","0008","000001","","","","","","","","_push_rts","           ADD.L1        A0,A0,A0"
"00221634","00221634","00008cf7","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           SUBAW.D2      B15,0x4,B15"
"00221636","00221636","00004647","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           MV.L1         A4,A12"
"00221638","00221638","000065c7","","","","","","","000006","","","","","","","","l_trau_speech_set_amr_trau_crc","           MV.L2         B3,B11"
"0022163a","0022163a","00008646","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        ADD.L1        A1,-1,A4"
"00221640","00221640","11308c13","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        CALLP.S2      0x2b9aa0,B3"
"00221644","00221644","023d11a1","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        ADD.S1X       8,B15,A4"
"00221648","00221648","03010041","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MVK.D1        8,A6"
"0022164c","0022164c","00001a77","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MVK.D2        0,B4"
"002b9aa0","002b9aa0","00004a46","","","","","","","000001","","","","","","","","memset","           MV.L1         A4,A18"
"002b9aa2","002b9aa2","00003a4e","","","","","","","","","","","","","","","memset"," ||        .word         0x00000098"
"002b9aa4","002b9aa4","009808f0","","","","","","","","","","","","","","","memset"," ||        MV.D1         A6,A1"
"002b9aa8","002b9aa8","01c800d8","","","","","","","000001","","","","","","","","memset","           NEG.L1        A18,A3"
"002b9aac","002b9aac","028cef59","","","","","","","000001","","","","","","","","memset","           AND.L1        7,A3,A5"
"002b9ab0","002b9ab0","01c62ff0","","","","","","","","","","","","","","","memset"," ||        PACK2.S1      A17,A17,A3"
"002b9ab4","002b9ab4","0000cee8","","","","","","","000001","","","","","","","","memset","           CMPGTU.L1     A6,A5,A0"
"002b9ab6","002b9ab6","000092c7","","","","","","","000001","","","","","","","","memset","           STW.D1T1      A1,*A5[6]"
"002b9ab8","002b9ab8","c094c5e1","","","","","","","","","","","","","","","memset"," || [ A0]  SUB.S1        A6,A5,A1"
"002b9ac0","002b9ac0","038c6d19","","","","","","","","","","","","","","","memset"," ||        PACKL4.L1     A3,A3,A7"
"002b9ac4","002b9ac4","0000c256","","","","","","","","","","","","","","","memset"," ||        MV.D1         A4,A6"
"002b9ac6","002b9ac6","00004976","","","","","","","000001","","","","","","","","memset","           STW.D1T1      A1,*A6[6]"
"002b9ac8","002b9ac8","c1144f59","","","","","","","","","","","","","","","memset"," || [ A0]  AND.L1        2,A5,A2"
"002b9acc","002b9acc","00102f5b","","","","","","","","","","","","","","","memset"," ||        AND.L2        1,B4,B0"
"002b9ad0","002b9ad0","080489a0","","","","","","","","","","","","","","","memset"," ||        SHRU.S1       A1,0x4,A16"
"002b9ad4","002b9ad4","00004867","","","","","","","000001","","","","","","","","memset","    [!A0]  MVK.L2        0,B0"
"002b9ad6","002b9ad6","00004876","","","","","","","","","","","","","","","memset"," ||        STW.D1T1      A1,*A4[6]"
"002b9ad8","002b9ad8","c0148f59","","","","","","","","","","","","","","","memset"," || [ A0]  AND.L1        4,A5,A0"
"002b9ae0","002b9ae0","09c08ca1","","","","","","","","","","","","","","","memset"," ||        SHL.S1        A16,0x4,A19"
"002b9ae4","002b9ae4","0000f0cf","","","","","","","","","","","","","","","memset"," ||        MV.S2X        A1,B7"
"002b9ae6","002b9ae6","000083ce","","","","","","","000001","","","","","","","","memset","           .word         0x000028c8"
"002b9ae8","002b9ae8","28c80235","","","","","","0008","","","","","","","","","memset"," || [ B0]  STB.D1T1      A17,*+A18[0]"
"002b9aec","002b9aec","23102059","","","","","","","","","","","","","","","memset"," || [ B0]  ADD.L1        1,A4,A6"
"002b9af0","002b9af0","9380a35a","","","","","","","","","","","","","","","memset"," || [!A1]  MVK.L2        0,B7"
"002b9af4","002b9af4","a3983655","","","","","","0010","000001","","","","","","","","memset","    [ A2]  STH.D1T1      A7,*A6++[1]"
"002b9af8","002b9af8","000027c6","","","","","","","","","","","","","","","memset"," ||        MV.L1         A7,A9"
"002b9afa","002b9afa","0000a3ce","","","","","","","","","","","","","","","memset"," ||        SUB.L1        A7,A0,A4"
"002b9b00","002b9b00","c3983675","","","","","","0020","000001","","","","","","","","memset","    [ A0]  STW.D1T1      A7,*A6++[1]"
"002b9b04","002b9b04","0005ebd9","","","","","","","","","","","","","","","memset"," ||        CMPLTU.L1     0xf,A1,A0"
"002b9b08","002b9b08","000007ce","","","","","","","","","","","","","","","memset"," ||        MV.S1         A7,A8"
"002b9b0a","002b9b0a","00000730","","","","","","","000004","","","","","","","","memset","           ADD.L1        A5,6,A4"
"002b9b0c","002b9b0c","c6c013a3","","","","","","","","","","","","","","","memset"," || [ A0]  MVC.S2X       A16,ILC"
"002b9b10","002b9b10","d0206120","","","","","","","","","","","","","","","memset"," || [!A0]  BNOP.S1       0x2b9b40,3"
"002b9b14","002b9b14","c3181fda","","","","","","","000001","","","","","","","","memset","    [ A0]  MV.L2X        A6,B6"
"002b9b18","002b9b18","c2a41fda","","","","","","","000001","","","","","","","","memset","    [ A0]  MV.L2X        A9,B5"
"002b9b18","002b9b18","c2a41fda","","","","","","","000001","","","","","Pipeline stall","","","memset","    [ A0]  MV.L2X        A9,B5"
"002b9b40","002b9b40","000c0363","","","","","","","000001","","","","","","","","memset","           B.S2          B3"
"002b9b44","002b9b44","001d0f5a","","","","","","","","","","","","","","","memset"," ||        AND.L2        8,B7,B0"
"002b9b48","002b9b48","001c8f5b","","","","","","","000001","","","","","","","","memset","           AND.L2        4,B7,B0"
"002b9b4c","002b9b4c","23190059","","","","","","","","","","","","","","","memset"," || [ B0]  ADD.L1        8,A6,A6"
"002b9b50","002b9b50","24980374","","","","","","0040","","","","","","","","","memset"," || [ B0]  STNDW.D1T1    A9:A8,*+A6[0]"
"002b9b54","002b9b54","001c4f5b","","","","","","","000001","","","","","","","","memset","           AND.L2        2,B7,B0"
"002b9b58","002b9b58","23188059","","","","","","","","","","","","","","","memset"," || [ B0]  ADD.L1        4,A6,A6"
"002b9b5c","002b9b5c","23980354","","","","","","0040","","","","","","","","","memset"," || [ B0]  STNW.D1T1     A7,*+A6[0]"
"002b9b60","002b9b60","23980234","","","","","","0008","000001","","","","","","","","memset","    [ B0]  STB.D1T1      A7,*+A6[0]"
"002b9b64","002b9b64","001c2f5b","","","","","","","000001","","","","","","","","memset","           AND.L2        1,B7,B0"
"002b9b68","002b9b68","23184059","","","","","","","","","","","","","","","memset"," || [ B0]  ADD.L1        2,A6,A6"
"002b9b6c","002b9b6c","23982234","","","","","","0008","","","","","","","","","memset"," || [ B0]  STB.D1T1      A7,*+A6[1]"
"002b9b70","002b9b70","28980235","","","","","","0008","000001","","","","","","","","memset","    [ B0]  STB.D1T1      A17,*+A6[0]"
"002b9b74","002b9b74","02480fd8","","","","","","","","","","","","","","","memset"," ||        MV.L1         A18,A4"
"0022164e","0022164e","0000d506","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           MV.D2         B3,B0"
"00221650","00221650","01975429","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MVK.S1        0x2ea8,A3"
"00221654","00221654","0297812b","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MVK.S2        0x2f02,B5"
"00221658","00221658","00308215","","","0008","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        LDBU.D1T1     *+A12[4],A0"
"00221660","00221660","002909da","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        CMPGTU.L2     0x8,B10,B0"
"00221664","00221664","01801169","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           MVKH.S1       0x220000,A3"
"00221668","00221668","0280116b","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MVKH.S2       0x220000,B5"
"0022166c","0022166c","05320941","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        ADD.D1        A12,0x10,A10"
"00221670","00221670","02300fd8","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MV.L1         A12,A4"
"00221674","00221674","05b22940","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           ADD.D1        A12,0x11,A11"
"00221678","00221678","0000cee1","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           ADD.L2        B5,-2,B6"
"0022167a","0022167a","000091c7","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           SUB.L1        A7,A0,A0"
"00221680","00221680","0003de08","","","","","","","000001","","","","","","","","l_trau_speech_set_amr_trau_crc","           EXTU.S1       A0,30,30,A0"
"00221684","00221684","d0f2a120","","","","","","","000006","","","","","","","","l_trau_speech_set_amr_trau_crc","    [!A0]  BNOP.S1       0x221a48,5"
"00221688","00221688","30fba121","","","","","","","000005","","","","","","","","l_trau_speech_set_amr_trau_crc","    [!B0]  BNOP.S1       0x221a6c,5"
"0022168c","0022168c","0718ebd9","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        CMPLTU.L1     0x7,A6,A14"
"00221690","00221690","023d005b","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        ADD.L2        8,B15,B4"
"00221694","00221694","069808f0","","","","","","","","","","","","","","","l_trau_speech_set_amr_trau_crc"," ||        MV.D1         A6,A13"
"00221688","00221688","30fba121","","","","","","","000016","","","","","Pipeline stall","","","l_trau_speech_set_amr_trau_crc","    [!B0]  BNOP.S1       0x221a6c,5"
"00221688","00221688","30fba121","","","","","","","000001","","","","","Execution continued","","","l_trau_speech_set_amr_trau_crc","    [!B0]  BNOP.S1       0x221a6c,5"
"00221688","00221688","30fba121","","","","","","","000001","","","","","Pipeline stall","","","l_trau_speech_set_amr_trau_crc","    [!B0]  BNOP.S1       0x221a6c,5"
"00221698","00221698","10031412","","","","","","","000006","","","","","","","","l_trau_speech_set_amr_trau_crc","           CALLP.S2      0x222f20,B3"
"00222f20","00222f20","05bc54f5","","","","","","0020","000001","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc","           STW.D2T1      A11,*B15--[2]"
"00222f24","00222f24","0018ebd8","","","","","","","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," ||        CMPLTU.L1     0x7,A6,A0"
"00222f28","00222f28","d2987829","","","","","","","000001","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc","    [!A0]  MVK.S1        0x30f0,A5"
"00222f2c","00222f2c","c0002393","","","","","","","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," || [ A0]  B.S2          0x22303c"
"00222f30","00222f30","00009577","","","","","","0008","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," ||        STDW.D2T2     B11:B10,*B15--[1]"
"00222f32","00222f32","00008677","","","","","","0008","000001","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc","           ADD.L1X       A6,B5,A0"
"00222f34","00222f34","d2801169","","","","","","","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," || [!A0]  MVKH.S1       0x220000,A5"
"00222f38","00222f38","0000a646","","","","","","","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," ||        MV.L1         A4,A13"
"00222f3a","00222f3a","00008356","","","","","","","","","","","","","","","l_trau_speech_compute_amr_speech_trau_crc"," ||        SUB.L1        A7,A4,A0"
