"Program Address","Load Address","Program Data","Read Address","Read Data","Read Size (In Bits)","Write Address","Write Data","Write Size (In Bits)","Cycles","Stall Cycle Data","Memory/Cache Event","External Event","Target State Data","Trace Status","Stall Event Names","Memory Event Names","Function","Disassembly"
"","","","","","","","","","","","","","","Start of trace","","","UNKNOWN",""
"","","","","","","","","","","","","","","Incomplete frame, Missing start of frame marker, disable circular buffering or assure collection is started before running target.","","","UNKNOWN",""
"0022cfe0","0022cfe0","00206f80","","","","","","","000016","","","","","Pipeline stall","","","m_ater_gcf_egress","           MPYU.M1       A3,A8,A0"
"0022d080","0022d080","026c6929","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           MVK.S1        0xffffd8d2,A4"
"0022d084","0022d084","00b42a5b","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        CMPEQ.L2      1,B13,B1"
"0022d088","0022d088","00005833","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        MVK.S2        58,B0"
"0022d08a","0022d08a","000046d6","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        SUB.L1        A0,A1,A0"
"0022d08c","0022d08c","0880a358","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        MVK.L1        0,A17"
"0022d080","0022d080","026c6929","","","","","","","000001","","","","","Pipeline stall","","","m_ater_gcf_egress","           MVK.S1        0xffffd8d2,A4"
"0022d090","0022d090","02001169","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           MVKH.S1       0x220000,A4"
"0022d094","0022d094","50009392","","","","","","","","","","","","","","","m_ater_gcf_egress"," || [!B1]  B.S2          0x22d51c"
"0022d090","0022d090","02001169","","","","","","","000001","","","","","Pipeline stall","","","m_ater_gcf_egress","           MVKH.S1       0x220000,A4"
"0022d098","0022d098","40102205","","","0010","","","","000001","","","","","","","","m_ater_gcf_egress","    [ B1]  LDHU.D1T1     *+A4[1],A0"
"0022d0a0","0022d0a0","05801fd8","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        MV.L1X        B0,A11"
"0022d0a4","0022d0a4","44104204","","","0010","","","","000001","","","","","","","","m_ater_gcf_egress","    [ B1]  LDHU.D1T1     *+A4[2],A8"
"0022d0a8","0022d0a8","40906204","","","0010","","","","000001","","","","","","","","m_ater_gcf_egress","    [ B1]  LDHU.D1T1     *+A4[3],A1"
"0022d0ac","0022d0ac","42100206","","","0010","","","","000001","","","","","","","","m_ater_gcf_egress","    [ B1]  LDHU.D1T2     *+A4[0],B4"
"0022d0b0","0022d0b0","00302a5a","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           CMPEQ.L2      1,B12,B0"
"0022d51c","0022d51c","00342264","","","0020","","","","000001","","","","","","","","m_ater_gcf_egress","           LDW.D1T1      *+A13[1],A0"
"0022d520","0022d520","05a85058","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           ADD.L1X       2,B10,A11"
"0022d524","0022d524","00006607","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           MV.L2         B12,B3"
"0022d526","0022d526","00002c6e","","","","","","","000002","","","","","","","","m_ater_gcf_egress","           EXTU.S1       A0,0,31,A0"
"0022d528","0022d528","000210c8","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           CLR.S1        A0,16,16,A0"
"0022d52c","0022d52c","00342274","","","","","","0020","000001","","","","","","","","m_ater_gcf_egress","           STW.D1T1      A0,*+A13[1]"
"0022d530","0022d530","002c0296","","","0008","","","","000001","","","","","","","","m_ater_gcf_egress","           LDBU.D2T2     *+B11[0],B0"
"0022d534","0022d534","0000fa08","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           EXTU.S1       A0,7,26,A0"
"0022d538","0022d538","00007402","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           SHL.S1        A0,0x13,A0"
"0022d53a","0022d53a","00002c6e","","","","","","","000002","","","","","","","","m_ater_gcf_egress","           SUB.L1        A7,A0,A4"
"0022d540","0022d540","008029a3","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           SHRU.S2       B0,0x1,B1"
"0022d544","0022d544","00340a5a","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        CMPEQ.L2      0,B13,B0"
"0022d540","0022d540","008029a3","","","","","","","000016","","","","","Pipeline stall","","","m_ater_gcf_egress","           SHRU.S2       B0,0x1,B1"
"0022d548","0022d548","00000489","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           AND.L2        B0,B1,B0"
"0022d548","0022d548","00000489","","","","","","","000003","","","","","Pipeline stall","","","m_ater_gcf_egress","           AND.L2        B0,B1,B0"
"0022d54a","0022d54a","0000e73b","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           LDW.D1T1      *A5[6],A1"
"0022d54a","0022d54a","0000e73b","","","","","","","000001","","","","","Pipeline stall","","","m_ater_gcf_egress","           LDW.D1T1      *A5[6],A1"
"0022d54a","0022d54a","0000e73b","","","","","","","000005","","","","","Execution continued","","","m_ater_gcf_egress","           LDW.D1T1      *A5[6],A1"
"0022d54a","0022d54a","0000e73b","","","","","","","000017","","","","","Pipeline stall","","","m_ater_gcf_egress","           LDW.D1T1      *A5[6],A1"
"0022d678","0022d678","0004a359","","","","","","","000001","","","","","","","","m_ater_gcf_egress","           MVK.L1        1,A0"
"0022d67c","0022d67c","00000000","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        NOP           "
"0022d680","0022d680","1119e811","","","","","","","000006","","","","","","","","m_ater_gcf_egress","           CALLP.S1      0x2ba5c0,A3"
"0022d684","0022d684","07801c53","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        ADDK.S2       56,B15"
"0022d688","0022d688","02000fd8","","","","","","","","","","","","","","","m_ater_gcf_egress"," ||        MV.L1         A0,A4"
"002ba5c0","002ba5c0","0000d177","","","0008","","","","000001","","","","","","","","_pop_rts","           LDDW.D2T2     *++B15[1],B3:B2"
"002ba5c2","002ba5c2","0000c577","","","0008","","","","000001","","","","","","","","_pop_rts","           LDDW.D2T1     *++B15[1],A13:A12"
"002ba5c4","002ba5c4","0000d577","","","0008","","","","000001","","","","","","","","_pop_rts","           LDDW.D2T2     *++B15[1],B11:B10"
"002ba5c6","002ba5c6","0000c677","","","0008","","","","000001","","","","","","","","_pop_rts","           BNOP.S2       B3,0"
"002ba5c8","002ba5c8","0000d677","","","0008","","","","000001","","","","","","","","_pop_rts","           LDDW.D2T2     *++B15[1],B13:B12"
"002ba5c8","002ba5c8","0000d677","","","0008","","","","000001","","","","","Pipeline stall","","","_pop_rts","           LDDW.D2T2     *++B15[1],B13:B12"
"002ba5ca","002ba5ca","000001ef","","","","","","","000001","","","","","","","","_pop_rts","           LDW.D2T2      *++B15[2],B14"
"002ba5cc","002ba5cc","0000c777","","","0008","","","","","","","","","","","","_pop_rts"," ||        LDDW.D2T1     *++B15[1],A15:A14"
"002ba5ce","002ba5ce","00007777","","","0008","","","","000001","","","","","","","","_pop_rts","           ADD.L1        A0,A0,A0"
"002ba5d0","002ba5d0","00006000","","","","","","","000004","","","","","","","","_pop_rts","           NOP           4"
"0022b53a","0022b53a","00002226","","","","","","","000001","","","","","","","","m_ater_process_egress","           SUB.L1        A7,A3,A4"
"0022b540","0022b540","0000fd3d","","","0008","","","","","","","","","","","","m_ater_process_egress"," ||        LDW.D2T2      *B15[11],B3"
"0022b542","0022b542","000019f6","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MPYHL.M2      B0,B5,B0"
"0022b544","0022b544","02ffffab","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MVK.S2        0xffffffff,B5"
"0022b548","0022b548","06800028","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MVK.S1        0x0000,A13"
"0022b54c","0022b54c","d0246123","","","","","","","000004","","","","","","","","m_ater_process_egress","    [!A0]  BNOP.S2       0x22b588,3"
"0022b550","0022b550","06b7ff88","","","","","","","","","","","","","","","m_ater_process_egress"," ||        SET.S1        A13,31,31,A13"
"0022b554","0022b554","02f87fea","","","","","","","000001","","","","","","","","m_ater_process_egress","           MVKH.S2       0xf0ff0000,B5"
"0022b558","0022b558","000dff0a","","","","","","","000001","","","","","","","","m_ater_process_egress","           EXTU.S2       B3,15,31,B0"
"0022b560","0022b560","30088121","","","","","","","000005","","","","","","","","m_ater_process_egress","    [!B0]  BNOP.S1       0x22b570,4"
"0022b564","0022b564","018cfa0b","","","","","","","","","","","","","","","m_ater_process_egress"," ||        EXTU.S2       B3,7,26,B3"
"0022b568","0022b568","22281fda","","","","","","","","","","","","","","","m_ater_process_egress"," || [ B0]  MV.L2X        A10,B4"
"0022b56c","0022b56c","219082d6","","","","","","0010","000001","","","","","","","","m_ater_process_egress","    [ B0]  STH.D2T2      B3,*+B4[4]"
"0022b570","0022b570","0000dd1d","","","0008","","","","000001","","","","","","","","m_ater_process_egress","           LDW.D2T2      *B15[10],B1"
"0022b572","0022b572","00001012","","","","","","","000001","","","","","","","","m_ater_process_egress","           ADD.L1        A0,A0,A0"
"0022b574","0022b574","00004000","","","","","","","000003","","","","","","","","m_ater_process_egress","           NOP           3"
"0022b578","0022b578","0005ea5a","","","","","","","000001","","","","","","","","m_ater_process_egress","           CMPEQ.L2      15,B1,B0"
"0022b580","0022b580","000014e8","","","","","","","000001","","","","","","","","m_ater_process_egress","           CMPEQ.L1X     A0,B1,A0"
"0022b582","0022b582","00001428","","","","","","","000001","","","","","","","","m_ater_process_egress","    [ A0]  MVK.L1        1,A3"
"0022b584","0022b584","0000a13a","","","","","","","000006","","","","","","","","m_ater_process_egress","    [!A0]  BNOP.S1       0x22b588,5"
"0022b586","0022b586","000029e6","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MVK.S2        15,B6"
"0022b584","0022b584","0000a13a","","","","","","","000002","","","","","Pipeline stall","","","m_ater_process_egress","    [!A0]  BNOP.S1       0x22b588,5"
"0022b588","0022b588","000021a6","","","","","","","000001","","","","","","","","m_ater_process_egress","           CMPEQ.L1      1,A3,A0"
"0022b58a","0022b58a","0000eb13","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MV.S1X        B11,A4"
"0022b58c","0022b58c","00008607","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MV.L2         B12,B4"
"0022b58e","0022b58e","0000958e","","","","","","","","","","","","","","","m_ater_process_egress"," ||        SHL.S2        B6,0x18,B6"
"0022b590","0022b590","0000893a","","","","","","","000005","","","","","","","","m_ater_process_egress","    [!A0]  BNOP.S1       0x22b5c8,4"
"0022b592","0022b592","00001f03","","","","","","","","","","","","","","","m_ater_process_egress"," ||        STW.D1T2      B3,*A4[6]"
"0022b594","0022b594","d0340296","","","0008","","","","","","","","","","","","m_ater_process_egress"," || [!A0]  LDBU.D2T2     *+B13[0],B0"
"0022b598","0022b598","018089a2","","","","","","","000001","","","","","","","","m_ater_process_egress","           SHRU.S2       B0,0x4,B3"
"0022b5c8","0022b5c8","000061a7","","","","","","","000001","","","","","","","","m_ater_process_egress","           CMPEQ.L2      3,B3,B0"
"0022b5ca","0022b5ca","00009686","","","","","","","","","","","","","","","m_ater_process_egress"," ||        LDW.D1T1      *A4[0],A0"
"0022b5cc","0022b5cc","000c5a58","","","","","","","000001","","","","","","","","m_ater_process_egress","           CMPEQ.L1X     2,B3,A0"
"0022b5d0","0022b5d0","00001428","","","","","","","000001","","","","","","","","m_ater_process_egress","           OR.L1X        A0,B0,A0"
"0022b5d2","0022b5d2","000081a7","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MV.D1         A4,A6"
"0022b5d4","0022b5d4","c256a120","","","","","","","000005","","","","","","","","m_ater_process_egress","    [ A0]  BNOP.S1       0x22ba6c,5"
"0022b5d4","0022b5d4","c256a120","","","","","","","000007","","","","","Pipeline stall","","","m_ater_process_egress","    [ A0]  BNOP.S1       0x22ba6c,5"
"0022b5d4","0022b5d4","c256a120","","","","","","","000001","","","","","Execution continued","","","m_ater_process_egress","    [ A0]  BNOP.S1       0x22ba6c,5"
"0022b5d4","0022b5d4","c256a120","","","","","","","000003","","","","","Pipeline stall","","","m_ater_process_egress","    [ A0]  BNOP.S1       0x22ba6c,5"
"0022b5d8","0022b5d8","30562121","","","","","","","000001","","","","","","","","m_ater_process_egress","    [!B0]  BNOP.S1       0x22b66c,1"
"0022b5e0","0022b5e0","0000de73","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MVK.S2        254,B4"
"0022b5e2","0022b5e2","0000a9a7","","","","","","","","","","","","","","","m_ater_process_egress"," ||        LDW.D1T1      *A4[0],A0"
"0022b5e4","0022b5e4","000cda58","","","","","","","","","","","","","","","m_ater_process_egress"," ||        CMPEQ.L1X     6,B3,A0"
"0022b5d8","0022b5d8","30562121","","","","","","","000001","","","","","Pipeline stall","","","m_ater_process_egress","    [!B0]  BNOP.S1       0x22b66c,1"
"0022b5d8","0022b5d8","30562121","","","","","","","000001","","","","","Execution continued","","","m_ater_process_egress","    [!B0]  BNOP.S1       0x22b66c,1"
"0022b5e8","0022b5e8","0211298a","","","","","","","000001","","","","","","","","m_ater_process_egress","           SET.S2        B4,9,9,B4"
"0022b5ec","0022b5ec","022c807a","","","","","","","000001","","","","","","","","m_ater_process_egress","           ADD.L2        B4,B11,B4"
"0022b5f0","0022b5f0","00003439","","","","","","","000001","","","","","","","","m_ater_process_egress","           OR.L2X        B1,A0,B1"
"0022b5f2","0022b5f2","00005646","","","","","","","000001","","","","","","","","m_ater_process_egress","           MPYLH.M1X     A0,B7,A6"
"0022b66c","0022b66c","50202121","","","","","","","000002","","","","","","","","m_ater_process_egress","    [!B1]  BNOP.S1       0x22b6a0,1"
"0022b670","0022b670","0000d686","","","","","","","","","","","","","","","m_ater_process_egress"," ||        MV.L1X        B13,A6"
"0022b672","0022b672","000021a7","","","","","","","","","","","","","","","m_ater_process_egress"," ||        STW.D1T1      A3,*A4[2]"
"0022b674","0022b674","40342296","","","0008","","","","","","","","","","","","m_ater_process_egress"," || [ B1]  LDBU.D2T2     *+B13[1],B0"
"0022b678","0022b678","40a802e6","","","0020","","","","000001","","","","","","","","m_ater_process_egress","    [ B1]  LDW.D2T2      *+B10[0],B1"
"0022b680","0022b680","00006347","","","","","","","000001","","","","","","","","m_ater_process_egress","           MV.L2         B6,B3"
"0022b682","0022b682","00009586","","","","","","","000001","","","","","","","","m_ater_process_egress","           SHL.S2        B0,0x14,B0"
"0022b684","0022b684","00008607","","","","","","","000001","","","","","","","","m_ater_process_egress","           MV.L2         B12,B4"
"0022b686","0022b686","00009403","","","","","","","000001","","","","","","","","m_ater_process_egress","           STW.D1T1      A0,*A5[0]"
"0022b688","0022b688","0084a7e3","","","","","","","000001","","","","","","","","m_ater_process_egress","           AND.S2        B5,B1,B1"
"0022b68c","0022b68c","00006409","","","","","","","","","","","","","","","m_ater_process_egress"," ||        AND.L2        B3,B0,B0"
"0022b688","0022b688","0084a7e3","","","","","","","000015","","","","","Pipeline stall","","","m_ater_process_egress","           AND.S2        B5,B1,B1"
"0022b68e","0022b68e","000004a9","","","","","","","000001","","","","","","","","m_ater_process_egress","           MPYHL.M1X     A0,B7,A6"
"0022b68e","0022b68e","000004a9","","","","","","","000001","","","","","Pipeline stall","","","m_ater_process_egress","           MPYHL.M1X     A0,B7,A6"
"0022b690","0022b690","1ffe9993","","","","","","","000006","","","","","","","","m_ater_process_egress","           CALLP.S2      0x22ab4c,B3"
"0022b694","0022b694","002802f6","","","","","","0020","","","","","","","","","m_ater_process_egress"," ||        STW.D2T2      B0,*+B10[0]"
"0022ab4c","0022ab4c","111f5410","","","","","","","000006","","","","","","","","create_trau_from_amr","           CALLP.S1      0x2ba5e0,A3"
"0022ab4c","0022ab4c","111f5410","","","","","","","000002","","","","","Pipeline stall","","","create_trau_from_amr","           CALLP.S1      0x2ba5e0,A3"
"002ba5e0","002ba5e0","073c54f6","","","","","","0020","000001","","","","","","","","_push_rts","           STW.D2T2      B14,*B15--[2]"
"002ba5e4","002ba5e4","000c1363","","","","","","","000001","","","","","","","","_push_rts","           B.S2X         A3"
"002ba5e8","002ba5e8","00008777","","","","","","0008","","","","","","","","","_push_rts"," ||        STDW.D2T1     A15:A14,*B15--[1]"
"002ba5ea","002ba5ea","00009677","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T2     B11:B10,*B15--[1]"
"002ba5ec","002ba5ec","00008677","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T1     A13:A12,*B15--[1]"
"002ba5ee","002ba5ee","00009577","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T2     B3:B2,*B15--[1]"
"002ba5f0","002ba5f0","00008577","","","","","","0008","000001","","","","","","","","_push_rts","           STDW.D2T1     A11:A10,*B15--[1]"
"002ba5f2","002ba5f2","00009177","","","","","","0008","000001","","","","","","","","_push_rts","           ADD.L1        A0,A0,A0"
"0022ab50","0022ab50","0000c61b","","","","","","","000006","","","","","","","","create_trau_from_amr","           CALLP.S2      0x22a7a0,B3"
"0022ab52","0022ab52","00005657","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MPYH.M2       B0,B7,B2"
"0022ab54","0022ab54","07bf005b","","","","","","","","","","","","","","","create_trau_from_amr"," ||        SUB.L2        B15,0x8,B15"
"0022ab58","0022ab58","00007646","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.L1X        B4,A11"
"0022a7a0","0022a7a0","0000800c","","","0008","","","","000001","","","","","","","","get_amr_rif_next","           LDW.D1T1      *A4[4],A0"
"0022a7a2","0022a7a2","0000de33","","","","","","","000001","","","","","","","","get_amr_rif_next","           MVK.S1        189,A5"
"0022a7a4","0022a7a4","0000b247","","","","","","","000001","","","","","","","","get_amr_rif_next","           MV.L2X        A4,B5"
"0022a7a6","0022a7a6","0000beb2","","","","","","","000001","","","","","","","","get_amr_rif_next","           ADD.L1        A0,A0,A0"
"0022a7a8","0022a7a8","00000000","","","","","","","000001","","","","","","","","get_amr_rif_next","           NOP           "
"0022a7ac","0022a7ac","00008f58","","","","","","","000001","","","","","","","","get_amr_rif_next","           AND.L1        4,A0,A0"
"0022a7b0","0022a7b0","c090aa64","","","0020","","","","000001","","","","","","","","get_amr_rif_next","    [ A0]  LDW.D1T1      *+A4[A5],A1"
"0022a7b4","0022a7b4","c0216121","","","","","","","000004","","","","","","","","get_amr_rif_next","    [ A0]  BNOP.S1       0x22a7e2,3"
"0022a7b8","0022a7b8","d0148ae6","","","0020","","","","","","","","","","","","get_amr_rif_next"," || [!A0]  LDW.D2T2      *+B5[B4],B0"
"0022a7c0","0022a7c0","c0855f08","","","","","","","000001","","","","","","","","get_amr_rif_next","    [ A0]  EXTU.S1       A1,10,31,A1"
"0022a7c4","0022a7c4","c1061009","","","","","","","000001","","","","","","","","get_amr_rif_next","    [ A0]  EXTU.S1       A1,16,16,A2"
"0022a7c8","0022a7c8","0002df0a","","","","","","","","","","","","","","","get_amr_rif_next"," ||        EXTU.S2       B0,22,31,B0"
"0022a7cc","0022a7cc","3010aa64","","","0020","","","","000001","","","","","","","","get_amr_rif_next","    [!B0]  LDW.D1T1      *+A4[A5],A0"
"0022a7d0","0022a7d0","0000a866","","","","","","","000001","","","","","","","","get_amr_rif_next","    [ B0]  MVK.L1        1,A0"
"0022a7d2","0022a7d2","0000e966","","","","","","","000001","","","","","","","","get_amr_rif_next","           ADD.L1        A0,A0,A0"
"0022a7d4","0022a7d4","00002000","","","","","","","000002","","","","","","","","get_amr_rif_next","           NOP           2"
"0022a7d8","0022a7d8","30013f08","","","","","","","000001","","","","","","","","get_amr_rif_next","    [!B0]  EXTU.S1       A0,9,31,A0"
"0022a7e0","0022a7e0","00000966","","","","","","","000001","","","","","","","","get_amr_rif_next","    [ A0]  MVK.L1        0,A2"
"0022a7e0","0022a7e0","00000966","","","","","","","000001","","","","","Pipeline stall","","","get_amr_rif_next","    [ A0]  MVK.L1        0,A2"
"0022a7e2","0022a7e2","000081ef","","","","","","","000001","","","","","","","","get_amr_rif_next","           .word         0x00000208"
"0022a7e2","0022a7e2","000081ef","","","","","","","000001","","","","","Pipeline stall","","","get_amr_rif_next","           .word         0x00000208"
"0022a7e2","0022a7e2","000081ef","","","","","","","000004","","","","","Execution continued","","","get_amr_rif_next","           .word         0x00000208"
"0022a7e4","0022a7e4","02080fd8","","","","","","","000001","","","","","","","","get_amr_rif_next","           MV.L1         A2,A4"
"0022ab5a","0022ab5a","00004746","","","","","","","000006","","","","","","","","create_trau_from_amr","           SUB.L1        A7,A4,A4"
"0022ab60","0022ab60","1fffa313","","","","","","","","","","","","","","","create_trau_from_amr"," ||        CALLP.S2      0x22a878,B3"
"0022ab64","0022ab64","00007647","","","","","","","","","","","","","","","create_trau_from_amr"," ||        MV.L2X        A4,B11"
"0022ab66","0022ab66","0000950e","","","","","","","","","","","","","","","create_trau_from_amr"," ||        SET.S2        B0,9,9,B0"
"0022a878","0022a878","00000013","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           MVK.S2        0,B0"
"0022a87a","0022a87a","0000800c","","","0008","","","","","","","","","","","","update_amr_rif_previous_frame"," ||        SUB.L1        A7,A3,A2"
"0022a880","0022a880","0000bf32","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           MVK.S1        189,A6"
"0022a882","0022a882","0000d023","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           MVK.S1        190,A1"
"0022a884","0022a884","0000a346","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           MV.L1         A6,A5"
"0022a886","0022a886","0000dcb2","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           ADD.L1        A0,A0,A0"
"0022a888","0022a888","00008f58","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           AND.L1        4,A0,A0"
"0022a88c","0022a88c","d0102a65","","","0020","","","","000005","","","","","","","","update_amr_rif_previous_frame","    [!A0]  LDW.D1T1      *+A4[A1],A0"
"0022a890","0022a890","000082ea","","","","","","","","","","","","","","","update_amr_rif_previous_frame"," || [ A0]  BNOP.S1       0x22a896,4"
"0022a892","0022a892","0000d002","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           LDW.D1T1      *A4[A5],A0"
"0022a894","0022a894","0000a5ea","","","","","","","000006","","","","","","","","update_amr_rif_previous_frame","    [ A0]  BNOP.S1       0x22a8ae,5"
"0022a896","0022a896","0000a40c","","","0008","","","","000001","","","","","","","","update_amr_rif_previous_frame","           ADD.L1        A0,A0,A0"
"0022a898","0022a898","00006000","","","","","","","000004","","","","","","","","update_amr_rif_previous_frame","           NOP           4"
"0022a8a0","0022a8a0","008029a0","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           SHRU.S1       A0,0x1,A1"
"0022a8a4","0022a8a4","0000d042","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           CLR.S1        A0,22,22,A0"
"0022a8a6","0022a8a6","00001489","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           OR.L1X        A0,B0,A0"
"0022a8a8","0022a8a8","00000c6e","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           NOP           1"
"0022a8aa","0022a8aa","00001428","","","","","","","000001","","","","","","","","update_amr_rif_previous_frame","           BNOP.S2       B3,5"
"0022a8ac","0022a8ac","0000c404","","","","","","0008","000001","","","","","","","","update_amr_rif_previous_frame","           STW.D1T1      A0,*A4[A6]"
"0022a8ae","0022a8ae","0000a1ef","","","","","","","000006","","","","","","","","update_amr_rif_previous_frame","           STDW.D2T2     B11:B10,*B15--[1]"
"0022ab68","0022ab68","00001c73","","","","","","","000001","","","","","","","","create_trau_from_amr","           MVK.S2        248,B0"
"0022ab6a","0022ab6a","00002823","","","","","","","000001","","","","","","","","create_trau_from_amr","           .word         0x00000228"
"0022ab6c","0022ab6c","0228007a","","","","","","","000001","","","","","","","","create_trau_from_amr","           ADD.L2        B0,B10,B4"
"0022ab70","0022ab70","0000dc00","","","","","","","000001","","","","","","","","create_trau_from_amr","           ADD.L1X       B0,-2,A0"
"0022ab72","0022ab72","0000103d","","","0010","","","","","","","","","","","","create_trau_from_amr"," ||        .word         0x00000228"
"0022ab74","0022ab74","02281078","","","","","","","000001","","","","","","","","create_trau_from_amr","           ADD.L1X       A0,B10,A4"
"0022ab78","0022ab78","0000020c","","","0010","","","","000001","","","","","","","","create_trau_from_amr","           LDHU.D1T1     *A4[0],A0"
"0022ab7a","0022ab7a","00002c6e","","","","","","","000002","","","","","","","","create_trau_from_amr","           CLR.S1        A5,15,15,A5"
"0022ab80","0022ab80","010edf0a","","","","","","","000001","","","","","","","","create_trau_from_amr","           EXTU.S2       B3,22,31,B2"
"0022ab84","0022ab84","000029c3","","","","","","","000001","","","","","","","","create_trau_from_amr","           CLR.S2        B3,9,9,B3"
"0022ab86","0022ab86","0000ec30","","","","","","","000001","","","","","","","","create_trau_from_amr","           ADD.L1X       A6,B0,A0"
"0022ab88","0022ab88","d0000811","","","","","","","","","","","","","","","create_trau_from_amr"," || [!A0]  B.S1          0x22abc0"
"0022ab8c","0022ab8c","619002f6","","","","","","0020","","","","","","","","","create_trau_from_amr"," || [ B2]  STW.D2T2      B3,*+B4[0]"
"0022ab90","0022ab90","c1900254","","","","","","0010","000001","","","","","","","","create_trau_from_amr","    [ A0]  STH.D1T1      A3,*+A4[0]"
"0022ab94","0022ab94","c0282214","","","0008","","","","000001","","","","","","","","create_trau_from_amr","    [ A0]  LDBU.D1T1     *+A10[1],A0"
"0022ab98","0022ab98","00004c6e","","","","","","","000003","","","","","","","","create_trau_from_amr","           NOP           3"
"0022abc0","0022abc0","00009472","","","","","","","000001","","","","","","","","create_trau_from_amr","           MVK.S1        244,A0"
"0022abc2","0022abc2","00002822","","","","","","","000001","","","","","","","","create_trau_from_amr","           OR.L1         A0,A5,A0"
"0022abc4","0022abc4","06a81078","","","","","","","000001","","","","","","","","create_trau_from_amr","           ADD.L1X       A0,B10,A13"
"0022abc4","0022abc4","06a81078","","","","","","","000003","","","","","Pipeline stall","","","create_trau_from_amr","           ADD.L1X       A0,B10,A13"
"0022abc8","0022abc8","07340264","","","0020","","","","000001","","","","","","","","create_trau_from_amr","           LDW.D1T1      *+A13[0],A14"
"0022abcc","0022abcc","0000d273","","","","","","","000001","","","","","","","","create_trau_from_amr","           MVK.S2        118,B4"
"0022abce","0022abce","00000a23","","","","","","","000001","","","","","","","","create_trau_from_amr","           SET.S1        A4,8,8,A4"
"","","","","","","","","","","","","","","Interrupt/exception occurred","","","UNKNOWN",""
"","","","","","","","","","000003","","","","","Interrupt context switch cycles","","","UNKNOWN",""
"","","","","","","","","","000002","","","","","Pipeline stall","","","UNKNOWN",""
"","","","","","","","","","000006","","","","","Execution continued","","","UNKNOWN",""
"","","","","","","","","","000016","","","","","Pipeline stall","","","UNKNOWN",""
"002001c0","002001c0","00000b93","","","","","","","000001","","","","","","","","vector14","           B.S2          0x20021c"
"002001c4","002001c4","05bc34f6","","","","","","0020","","","","","","","","","vector14"," ||        STW.D2T2      B11,*B15--[1]"
"002001c0","002001c0","00000b93","","","","","","","000001","","","","","Pipeline stall","","","vector14","           B.S2          0x20021c"
"002001c8","002001c8","05bc34f5","","","","","","0020","000001","","","","","","","","vector14","           STW.D2T1      A11,*B15--[1]"
"002001cc","002001cc","0582a02a","","","","","","","","","","","","","","","vector14"," ||        MVK.S2        0x0540,B11"
"002001d0","002001d0","0580406a","","","","","","","000001","","","","","","","","vector14","           MVKH.S2       0x800000,B11"
"002001d0","002001d0","0580406a","","","","","","","000001","","","","","Pipeline stall","","","vector14","           MVKH.S2       0x800000,B11"
"002001d4","002001d4","053c34f4","","","","","","0020","000001","","","","","","","","vector14","           STW.D2T1      A10,*B15--[1]"
"002001d8","002001d8","05847028","","","","","","","000001","","","","","","","","vector14","           MVK.S1        0x08e0,A11"
"002001dc","002001dc","05804068","","","","","","","000001","","","","","","","","vector14","           MVKH.S1       0x800000,A11"
